la plus; la plus; la plus; 
le plus;le plus;le plus;le plus;
glacer le cœur;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
pointer le nez;expression idiomatique;corps humain;;B2;<ENT>V_<ENT>Det1_<ENT>C1
prendre un bain;collocation;propreté/beauté;;A1;<ENT>V_<ENT>Det1_<ENT>C1
appeler les pompiers;collocation;autres;;A1;<ENT>V_<ENT>Det1_<ENT>C1
poser un lapin;expression idiomatique;animaux;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
baisser le ton;collocation;cinq sens;bruits;N/A;<ENT>V_<ENT>Det1_<ENT>C1
trouver un travail;collocation;;;B1;<ENT>V_<ENT>Det1_<ENT>C1
allumer le poste;collocation;action;objets;N/A;<ENT>V_<ENT>Det1_<ENT>C1
sortir de table;collocation;table;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
perdre son temps;;;;B1;<ENT>V_<ENT>Det1_<ENT>C1
faire la fête;collocation;action;;B2;<ENT>V_<ENT>Det1_<ENT>C1
battre la savate;expression idiomatique;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
présenter une objection;collocation;action;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
engager la conversation;collocation;conversation;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
affronter la mort;collocation;la vie/la mort;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
mener une campagne;collocation;les affaires;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
amener les couleurs;collocation;couleurs;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
comprimer les coûts;collocation;les affaires;argent;N/A;<ENT>V_<ENT>Det1_<ENT>C1
arrêter les frais;expression idiomatique;argent;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
amorcer la pompe;collocation;objets;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
claquer la langue;collocation;corps humain;bruits;N/A;<ENT>V_<ENT>Det1_<ENT>C1
cligner les yeux;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
battre la cadence;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
avoir l'œil;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
apprendre les ficelles du métier;expression idiomatique;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
faire la queue;collocation;autres;;A2;<ENT>V_<ENT>Det1_<ENT>C1
polir l'argenterie;collocation;tâches ménagères;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
sensibiliser l'opinion;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
danser (+nom danse);collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1
accepter une invitation;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
attacher de l'importance;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
fêter son anniversaire;collocation;relations sociales;;A1;<ENT>V_<ENT>Det1_<ENT>C1
mettre le couvert;;;;B2;<ENT>V_<ENT>Det1_<ENT>C1
casser les tarifs;collocation;les affaires;argent;N/A;<ENT>V_<ENT>Det1_<ENT>C1
laver le linge;collocation;tâches ménagères;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
opposer une résistance;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
casser le marché;collocation;les affaires;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
avoir un malin plaisir;collocation;sensations/sentiments;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
perdre la vie;;;;B1;<ENT>V_<ENT>Det1_<ENT>C1
boucler la boucle;collocation;objets;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
épuiser un stock;collocation;les affaires;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
ciller les yeux;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
bloquer la circulation;collocation;action;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
mettre un point final;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
demander la nationalité;collocation;nationalité;;A2;<ENT>V_<ENT>Det1_<ENT>C1
avoir de la peine;collocation;sensations/sentiments;;A1;<ENT>V_<ENT>Det1_<ENT>C1
boire le coup de l'étrier;expression idiomatique;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
sentir le sapin;collocation;sensations/sentiments;;A1;<ENT>V_<ENT>Det1_<ENT>C1
mettre (+nom vêtement);collocation;vêtements;;A1;<ENT>V_<ENT>Det1_<ENT>C1
chercher la facilité;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
mettre de la bonne volonté;collocation;comportement;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
avoir un mal fou;collocation;action;sensations/sentiments;N/A;<ENT>V_<ENT>Det1_<ENT>C1
avoir une assurance;collocation;autres;;A1;<ENT>V_<ENT>Det1_<ENT>C1
repasser le linge;collocation;tâches ménagères;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
garder le silence;collocation;conversation;;B2;<ENT>V_<ENT>Det1_<ENT>C1
reprendre le travail;collocation;;;B1;<ENT>V_<ENT>Det1_<ENT>C1
exprimer sa gratitude;collocation;sensations/sentiments;relations sociales;B2;<ENT>V_<ENT>Det1_<ENT>C1
agiter les pieds;collocation;corps humain;action;N/A;<ENT>V_<ENT>Det1_<ENT>C1
chercher le sommeil;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
barrer les mentions inutiles;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
exécuter une tâche;collocation;action;;B2;<ENT>V_<ENT>Det1_<ENT>C1
activer le mouvement;collocation;déplacements;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
passer à table;collocation;table;;B2;<ENT>V_<ENT>Det1_<ENT>C1
être un obstacle;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
atteindre la perfection;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
devoir son salut;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
compter les jours;collocation;temps;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
dépasser les bornes;expression idiomatique;autres;;B2;<ENT>V_<ENT>Det1_<ENT>C1
attendre la deuxième chaussure;collocation;vêtements;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
poser un obstacle;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
trouver une issue;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
battre le pavé;expression idiomatique;déplacements;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
dévaler les escaliers;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
dresser la table;collocation;tâches ménagères;table;N/A;<ENT>V_<ENT>Det1_<ENT>C1
envoyer une lettre/un colis (par la poste);collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1
conclure un marché;collocation;les affaires;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
brouiller les pistes;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
accompagner le pas;collocation;déplacements;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
exprimer son bonheur;collocation;sensations/sentiments;;B2;<ENT>V_<ENT>Det1_<ENT>C1
mettre une condition;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
sentir le procédé;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
prendre une assurance;collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1
interpréter un morceau;collocation;musique;;B2;<ENT>V_<ENT>Det1_<ENT>C1
mettre son veto;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
préparer la voie;collocation;action;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
étancher sa soif;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
déposer une plainte;collocation;justice;;N/A;<ENT>V_<ENT>Det1_<ENT>C1
garder la tête froide;expression idiomatique;corps humain;personnalité;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
chercher la petite bête;expression idiomatique;autres;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
brûler/griller un feu rouge;expression verbale figée;comportement;couleurs;A2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
passer une visite médicale;collocation;santé;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
passer une nuit blanche;expression idiomatique;couleurs;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
marcher la tête haute;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
assurer les tâches ménagères;collocation;tâches ménagères;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
donner le feu vert;expression idiomatique;couleurs;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
briser des chaussures neuves;expression verbale figée;objets;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
prêter une oreille attentive;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
faire les yeux doux;expression idiomatique;corps humain;comportement;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj
tourner la langue sept fois dans sa bouche;expression idiomatique;corps humain;chiffres;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Adj_<ENT>C2_<ENT>Prép1_<ENT>Det2_<ENT>C3
laisser ses guêtres quelque part;expression idiomatique;vêtements;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>C2
mener une affaire tambour battant;expression idiomatique;musique;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>C2_<ENT>Adj
souffler le chaud et le froid;expression idiomatique;sensations/sentiments;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Conj_<ENT>Det2_<ENT>C2
ménager la chèvre et le chou;expression idiomatique;animaux;cuisine (aliments);N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Conj_<ENT>Det2_<ENT>C2
prendre la vache et le veau;expression idiomatique;animaux;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Conj_<ENT>Det2_<ENT>C2
appeler un chat un chat;expression idiomatique;animaux;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Det2_<ENT>C2
donner une/des explication(s) sur/à;collocation;conversation;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
faire un cadeau à;collocation;relations sociales;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
fêter l'anniversaire de;collocation;relations sociales;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
prendre la place de;;;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
demander une/des explication(s) sur/à;collocation;conversation;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
attirer l'attention sur;collocation;action;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
prendre une photo (de);collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
chanter une chanson de (+nom artiste);collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
prendre le nom de;;;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
sentir l'odeur de;collocation;cinq sens;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
mesurer (+nom objet) avec;collocation;objets;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1
avoir le moral à zéro;collocation;sensations/sentiments;chiffres;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Adj
voir la vie en rose;expression idiomatique;couleurs;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Adj
donner la raison de quelque chose;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
donner un coup de main;expression idiomatique;corps humain;action;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
imposer son point de vue;collocation;autres;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
mener une vie de Don Juan;expression idiomatique;personnes;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
fournir un travail de fourmi;expression idiomatique;animaux;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
donner un coup de fer;collocation;tâches ménagères;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
casser le cul à quelqu'un;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
prendre une inscription (+préposition) (+nom établissement);collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
donner la chair de poule;expression idiomatique;animaux;sensations/sentiments;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
casser la tête à quelqu'un;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
passer le linge au bleu;expression idiomatique;couleurs;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
réduire le cœur en cendres;expression idiomatique;corps humain;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
partager la peine de quelqu'un;collocation;sensations/sentiments;relations sociales;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
mettre un terme à quelque chose;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
passer un test de (+nom matière scolaire);collocation;autres;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
couper les cheveux en quatre;expression idiomatique;chiffres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
mettre la ceinture;;;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
casser les oreilles à quelqu'un;expression idiomatique;corps humain;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
exécuter un travail de fourmi;expression idiomatique;animaux;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
casser les pieds à quelqu'un;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
enlever un poids à quelqu'un;expression idiomatique;sensations/sentiments;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
rompre le pain avec quelqu'un;expression idiomatique;cuisine (aliments);;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
jeter un coup d'œil;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2
passer un coup de téléphone (à);collocation;conversation;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2_<ENT>Prép2
donner des coups d'épée dans l'eau;expression idiomatique;nature;objets;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>C2_<ENT>Prép2_<ENT>Det2_<ENT>C3
enlever le pain de la bouche;expression idiomatique;corps humain;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
mettre la main au porte-monnaie;expression idiomatique;corps humain;argent;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
prendre ses jambes à son cou;expression idiomatique;corps humain;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
jeter l'argent par les fenêtres;expression idiomatique;argent;objets;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
écouter les informations à la radio;collocation;cinq sens;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
mettre la main à la pâte;expression idiomatique;corps humain;cuisine (aliments;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
perdre le goût du pain;expression idiomatique;cuisine (aliments);;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
mettre sa main devant sa bouche;collocation;corps humain;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2;;N/A;<ENT>Prép1_<ENT>Det1_<ENT>C1_<ENT>C0_<ENT>être_<ENT>Adv_<ENT>Det2_<ENT>C2 <ENT>Prép2_<ENT>Det3_<ENT>C3_<ENT>C0_<ENT>être_<ENT>Adv_<ENT>Det4_<ENT>C4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prendre le taureau par les cornes;expression idiomatique;animaux;corps animal;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
donner sa langue au chat;expression idiomatique;corps humain;animaux;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
ôter le pain de la bouche;expression idiomatique;cuisine (aliments);;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
réserver une chambre à l'hôtel;collocation;action;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
mettre les pieds dans le plat;expression idiomatique;corps humain;;A1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
marquer des pieds à la tête;expression idiomatique;corps humain;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2
lever son verre en l'honneur de;expression verbale figée;relations sociales;;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2_<ENT>Prép2
tuer la poule aux œufs d'or;expression idiomatique;animaux;cuisine (aliments);N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2_<ENT>Prép2_<ENT>C3
gagner son pain à la sueur de son front;expression idiomatique;cuisine (aliments);argent;B2;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1_<ENT>Det2_<ENT>C2_<ENT>Prép2_<ENT>Det3_<ENT>C3
déposer un dossier de (+nom);collocation;;;B1;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép1<ENT>Det2_<ENT>C2
devoir l'obéissance;collocation;comportement;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
discuter le coup;collocation;conversation;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
courber l'échine;expression idiomatique;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
administrer les premiers soins;collocation;santé;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
faire le coup du (+nom non humain);collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
faire le coup de la pompe;collocation;objets;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
donner l'assaut;collocation;autres;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
compter chaque sou;collocation;sensations/sentiments;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
crisper les mains;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
donner la réplique;collocation;conversation;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
baisser l'oreille;collocation;corps humain;;N/A;<ENT>V_<ENT>Det1_<ENT>C1_<ENT>Prép2
